date,feature_index,O3
2026-01-01T00:00:00.000Z,0,0.1134793342401584
2025-12-29T00:00:00.000Z,0,0.11479287222027779
2026-01-02T00:00:00.000Z,0,0.1095947486658891
2025-12-28T00:00:00.000Z,0,0.11453240737318993
2025-12-30T00:00:00.000Z,0,0.11519376002252102
2025-12-31T00:00:00.000Z,0,0.11327689575652282
2025-12-26T00:00:00.000Z,0,0.11533746557931106
2025-12-27T00:00:00.000Z,0,0.11330896181364854
2026-04-21T00:00:00.000Z,0,0.11717993083099525
2026-04-20T00:00:00.000Z,0,0.11834432060519855
2026-04-19T00:00:00.000Z,0,0.11792076006531715
2026-04-22T00:00:00.000Z,0,0.11631299865742524
2026-04-18T00:00:00.000Z,0,0.11668523649374644
2026-04-17T00:00:00.000Z,0,0.11629641739030679
2026-04-24T00:00:00.000Z,0,0.11701683017114799
2026-04-23T00:00:00.000Z,0,0.11589134857058525
2026-05-15T00:00:00.000Z,0,0.11661575858791669
2026-05-17T00:00:00.000Z,0,0.11563022186358769
2026-05-11T00:00:00.000Z,0,0.11530280051132043
2026-05-16T00:00:00.000Z,0,0.11626301581660907
2026-05-18T00:00:00.000Z,0,0.11620109776655833
2026-05-12T00:00:00.000Z,0,0.11465778139730294
2026-05-14T00:00:00.000Z,0,0.11442902808388074
2026-05-13T00:00:00.000Z,0,0.1159846552958091
2026-06-22T00:00:00.000Z,0,0.11864712213476498
2026-06-26T00:00:00.000Z,0,0.11479369116326173
2026-06-20T00:00:00.000Z,0,0.11915109989543755
2026-06-21T00:00:00.000Z,0,0.11950712216397126
2026-06-27T00:00:00.000Z,0,0.11218352802097797
2026-06-23T00:00:00.000Z,0,0.11647848101953666
2026-06-24T00:00:00.000Z,0,0.1152195284763972
2026-06-25T00:00:00.000Z,0,0.11622585542500019
2025-09-20T00:00:00.000Z,0,
2025-09-16T00:00:00.000Z,0,0.1155512947589159
2025-09-18T00:00:00.000Z,0,0.11528641420106094
2025-09-15T00:00:00.000Z,0,0.11605077609419823
2025-09-14T00:00:00.000Z,0,0.11522577578822772
2025-09-19T00:00:00.000Z,0,0.11220705571273963
2025-09-13T00:00:00.000Z,0,0.1156492605805397
2025-09-17T00:00:00.000Z,0,0.11500548633436362
2025-11-30T00:00:00.000Z,0,0.11495779703060786
2025-11-26T00:00:00.000Z,0,0.11198775221904118
2025-11-25T00:00:00.000Z,0,0.1131415373335282
2025-11-28T00:00:00.000Z,0,0.11246199657519658
2025-11-29T00:00:00.000Z,0,0.11550372590621312
2025-12-01T00:00:00.000Z,0,0.11485432274639606
2025-11-27T00:00:00.000Z,0,0.11295638295511405
2025-11-24T00:00:00.000Z,0,0.1151084906111161
2026-01-23T00:00:00.000Z,0,0.11253280689318974
2026-01-25T00:00:00.000Z,0,0.11338261080284913
2026-01-19T00:00:00.000Z,0,0.11513672148187955
2026-01-21T00:00:00.000Z,0,0.11310901430745919
2026-01-22T00:00:00.000Z,0,0.11142913686732452
2026-01-26T00:00:00.000Z,0,0.11194186968108018
2026-01-20T00:00:00.000Z,0,0.11131654120981693
2026-01-24T00:00:00.000Z,0,0.11240697465837002
2026-03-19T00:00:00.000Z,0,0.11335641704499722
2026-03-16T00:00:00.000Z,0,0.11494903825223446
2026-03-21T00:00:00.000Z,0,0.11360389739274979
2026-03-22T00:00:00.000Z,0,0.1152648360778888
2026-03-23T00:00:00.000Z,0,0.11649360011021297
2026-03-20T00:00:00.000Z,0,0.11568906468649705
2026-03-17T00:00:00.000Z,0,0.11540346654752891
2026-03-18T00:00:00.000Z,0,0.1142457655320565
2026-07-02T00:00:00.000Z,0,0.11561668540040652
2026-07-04T00:00:00.000Z,0,0.11791852302849293
2026-07-03T00:00:00.000Z,0,0.1169600859284401
2026-07-01T00:00:00.000Z,0,0.11512955588599046
2026-06-29T00:00:00.000Z,0,0.1148706457267205
2026-06-30T00:00:00.000Z,0,0.11689725518226624
2026-07-05T00:00:00.000Z,0,0.1164686381816864
2026-06-28T00:00:00.000Z,0,0.11393227924903233
2026-07-21T00:00:00.000Z,0,0.1128168993939956
2026-07-15T00:00:00.000Z,0,0.11657552359004815
2026-07-20T00:00:00.000Z,0,0.11538582853972912
2026-07-17T00:00:00.000Z,0,0.1154417172074318
2026-07-16T00:00:00.000Z,0,0.11630335512260596
2026-07-14T00:00:00.000Z,0,0.11740202456712723
2026-07-19T00:00:00.000Z,0,0.11798864354689916
2026-07-18T00:00:00.000Z,0,0.11583937766651313
2026-03-03T00:00:00.000Z,0,0.1126805730164051
2026-03-05T00:00:00.000Z,0,0.11307906607786815
2026-03-06T00:00:00.000Z,0,0.11500564031302929
2026-03-02T00:00:00.000Z,0,0.11476128412918611
2026-03-01T00:00:00.000Z,0,0.11394667439162731
2026-03-04T00:00:00.000Z,0,0.11486543032030265
2026-02-28T00:00:00.000Z,0,0.11280204852422078
2026-03-07T00:00:00.000Z,0,0.11469712605079015
2026-06-13T00:00:00.000Z,0,0.11089242808520794
2026-06-16T00:00:00.000Z,0,0.11473894926408927
2026-06-15T00:00:00.000Z,0,0.11326968111097813
2026-06-19T00:00:00.000Z,0,0.11680217025180657
2026-06-18T00:00:00.000Z,0,0.1173423354824384
2026-06-14T00:00:00.000Z,0,0.1097822543233633
2026-06-17T00:00:00.000Z,0,0.11640902546544869
2026-06-12T00:00:00.000Z,0,0.11262552067637444
2025-09-25T00:00:00.000Z,0,0.11334430736800034
2025-09-27T00:00:00.000Z,0,0.11644646277030309
2025-09-23T00:00:00.000Z,0,0.11365513131022453
2025-09-24T00:00:00.000Z,0,0.11236903940637906
2025-09-21T00:00:00.000Z,0,0.11200740933418274
2025-09-22T00:00:00.000Z,0,0.11341247148811817
2025-09-28T00:00:00.000Z,0,0.11674038569132487
2025-09-26T00:00:00.000Z,0,0.11415777417520682
2025-11-10T00:00:00.000Z,0,0.11513217352330685
2025-11-14T00:00:00.000Z,0,0.11516713971892993
