abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
2.4209783126429856e-06,0.019639216499999633,1.0,6.632817294912289e-09,204.82864978212763,0.00024,2.176729781420665e-05,1.7e-05,-0.000177,7.836376451622574e-05,6.14087958915448e-09,0.6726494124355091,365.0000015081097,0.015027322404371584,2.2675000000000002e-05,182.5,4424.778761061948,0.9805069502752845,0.00273224043715847,1.9715155576923606,1.0649999999999988e-05,0.0,0.6625801122096061,0.00010582500000000001,-0.1713117139112046,0.2103825136612022,0.14431847989319668,0.46174863387978143,8.615745908546105,-1.5374101503819015,6.188827818089415e-05,6.894149589041096e-05,4.6575342465753515e-08,5.25e-05,5.3400000000000004e-05,7.800000000000003e-06,0.18579234972677597,40.940709336060316,1.3328159210241062,90.0,15.0,1.0315438912929595,0.000417,90.0,0.4344262295081967,8.133077426956445e-05,0.25029814132943873,1.230027682406224e-07,0.20827036256778791,-0.14832490480938695,-3.8448629791914097,0.8952556149319163,1.8683946162174216,63.0,0.46174863387978143,0.00546448087431694,0.32540133729531706,-0.010768305969581421,0.147906198275372,0.2279505260723067,1.0395249037353936e-08,0.025163645999999998,3.6631693067528422e-06,9.795093586764129e-05,2.1880770381525156,9.785560618157476e-05,9.716554249978971e-09,124.0
