dfa,higuchi_fractal_dimension,hurst_exponent,maximum_fractal_length,mse,petrosian_fractal_dimension
0.6726494124355091,1.9715155576923609,0.6625801122096061,-1.5374101503819015,1.3328159210241062,1.0315438912929595
