abs_energy,average_power,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,hist_mode,interq_range,kurtosis,mean_abs_deviation,median_abs_deviation,pk_pk_distance,rms,skewness
2.156688828513493e-07,5.908736516475321e-10,3.821080645138864e-05,2.352694338639764e-05,2.325335530410181e-05,1.0061055762536043e-05,5.978476198538352e-06,3.574217765648958e-11,0.0150273224043715,2.351810836671575e-05,182.5,66357.86914239616,0.9993583051330968,2.272844357251971e-05,7.56598652212313e-06,-0.1983655991828836,4.722587215025219e-06,3.795421882083853e-06,2.81497506888526e-05,2.427466256744364e-05,0.2785561261012534
