fundamental_frequency,human_range_energy,lpcc,max_frequency,max_power_spectrum,median_frequency,mfcc,power_bandwidth,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var
0.0027322404371584,0.0,0.7711180102124474,0.4398907103825136,26.46565538712089,0.0710382513661202,30.22358246870884,0.3852459016393442,0.1309664545390809,-2.794282264647304,-1.1479978792702044,0.8723584907706724,2.5816880530673854,61.0,0.4398907103825136,0.0,0.9319124359716352,-0.0307165294749915,0.1500504043537418,0.5887158300509685,6.055884131775822e-11,1.4266739404604172e-06,9.572050182710674e-06,2.174198545159138,9.43986424404236e-06,9.33090091189078e-11
