fundamental_frequency,human_range_energy,lpcc,max_frequency,max_power_spectrum,median_frequency,mfcc,power_bandwidth,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var
0.0027322404371584,0.0,0.1443184798931966,0.4617486338797814,8.615745908546105,0.1857923497267759,40.94070933606032,0.4344262295081967,0.2082703625677879,-0.1483249048093869,-3.8448629791914097,0.8952556149319163,1.8683946162174216,63.0,0.4617486338797814,0.0054644808743169,0.325401337295317,-0.0107683059695814,0.147906198275372,0.2279505260723067,1.0395249037353936e-08,3.663169306752842e-06,9.795093586764129e-05,2.188077038152516,9.785560618157476e-05,9.716554249978973e-09
