fundamental_frequency,human_range_energy,lpcc,max_frequency,max_power_spectrum,median_frequency,mfcc,power_bandwidth,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var
0.0027322404371584,0.0,0.9042641277689786,0.3989071038251366,31.58606574329585,0.0,14.186328777439703,0.4043715846994535,0.0793904614997316,-7.694134281029819,-1187.037097528797,0.7512796371673883,4.513453372773427,55.0,0.3989071038251366,0.0,1.6595144527299743,-0.0440256811453101,0.1341679880945449,0.5062337043178698,1.3555995757502424e-05,0.0018049289969335,0.0075791221294093,2.139069345815139,0.0073365969717214,6.158603288599439e-05
