dfa,higuchi_fractal_dimension,hurst_exponent,maximum_fractal_length,mse,petrosian_fractal_dimension
0.7254776757195867,1.969613418039503,0.6712758376958156,-2.676287640148625,1.2059428234230842,1.029397315599313
