abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
2.173852642222222e-07,0.008631549999999998,2.0,5.955760663622526e-10,196.99714324127618,3.82e-05,2.3646311475409836e-05,2.33e-05,1.01e-05,5.89921714791336e-06,3.4800762958235037e-11,0.7254776757195867,365.00000000739277,0.015027322404371584,2.36e-05,182.5,65789.4736842105,0.8783074075439259,0.00273224043715847,1.969613418039503,2.2745e-05,0.0,0.6712758376958156,7.449999999999998e-06,-0.17954385688820818,0.1994535519125683,0.773447496257259,0.4453551912568306,22.026735072206897,-2.6762876401486255,4.6497222968736e-06,4.7024657534246575e-06,2.1369863013698513e-08,3.700000000000002e-06,3.5999999999999994e-06,9.999999999999904e-08,0.08469945355191257,38.077071284401896,1.2059428234230842,79.0,13.0,1.029397315599313,2.81e-05,82.0,0.4234972677595628,2.4371065002382106e-05,0.21469684723099294,1.543391029488938e-08,0.13693504704901166,-2.8374701261242343,-1.0872785034320624,0.877665370716853,2.4096166258875193,58.0,0.4453551912568306,0.0,0.8424613213100278,-0.029176338035296172,0.1523160276369949,0.6423349845967976,5.87049604949334e-11,0.0017163999999999999,1.4268661574967819e-06,9.018386606876757e-06,2.1810522450876,8.878547769570195e-06,8.221538947145797e-11,0.0
