abs_energy,average_power,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,hist_mode,interq_range,kurtosis,mean_abs_deviation,median_abs_deviation,pk_pk_distance,rms,skewness
2.4209783126429856e-06,6.632817294912289e-09,0.00024,2.176729781420665e-05,1.7e-05,-0.000177,7.836376451622574e-05,6.140879589154481e-09,0.0150273224043715,2.2675e-05,182.5,4424.778761061948,0.9805069502752845,1.0649999999999988e-05,0.000105825,-0.1713117139112046,6.188827818089415e-05,5.25e-05,0.000417,8.133077426956445e-05,0.2502981413294387
