dfa,higuchi_fractal_dimension,hurst_exponent,maximum_fractal_length,mse,petrosian_fractal_dimension
0.9784441628093103,1.9009512380150533,0.7868748621088639,-0.0716945587824004,1.15428532964354,1.0340002294205652
