auc,autocorr,calc_centroid,distance,lempel_ziv,mean_abs_diff,mean_diff,median_abs_diff,median_diff,negative_turning,neighbourhood_peaks,positive_turning,slope,sum_abs_diff,zero_cross
0.0196392164999996,1.0,204.82864978212763,365.0000015081097,0.2103825136612022,6.894149589041096e-05,4.657534246575352e-08,5.34e-05,7.800000000000003e-06,90.0,15.0,90.0,1.230027682406224e-07,0.0251636459999999,124.0
