abs_energy,average_power,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,hist_mode,interq_range,kurtosis,mean_abs_deviation,median_abs_deviation,pk_pk_distance,rms,skewness
0.3232328029995656,0.0008855693232864,0.037933614,0.0295530494699453,0.029181115,0.021309028,0.0031252203119865,9.767001998453504e-06,0.0150273224043715,0.02960452625,182.5,89.36262997794522,0.9852410180612222,0.0271276331,0.0048316478749999,-0.4714903664766883,0.0025725562340395,0.0023451245,0.0166245859999999,0.0297178353009012,0.326253620160975
